,Unnamed: 0.1,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_RD,Area (sq. mi.),KEYCODE&DATE,DATE_RD,CODE,COUNTRY,DATE_CD,HDI,Country_CD,European Union,Area (km²),European Single Market,DATE,Week_Num,Month,day,dayz,Dates,Wednesdays,CasesxArea,CasesxPop,DeathsxCases,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_Index_5
896,6768,BRA,Brazil,2020-07-15,1926824.0,74133.0,81.02,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-07-15,2020-07-15,BRA,Brazil,2020-07-15,0.759,Belgium,Member,30528.0,Member,2020-07-15,28,Jul,Wednesday,197,20200715,True,0.2,0.0,0.0,25.0,4.0,Brazil,BRICS,258235.0,7392.0,True
897,6775,BRA,Brazil,2020-07-22,2159654.0,81487.0,81.02,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-07-22,2020-07-22,BRA,Brazil,2020-07-22,0.759,Belgium,Member,30528.0,Member,2020-07-22,29,Jul,Wednesday,204,20200722,True,0.3,0.0,0.0,25.0,4.0,Brazil,BRICS,232830.0,7354.0,True
898,6782,BRA,Brazil,2020-07-29,2483191.0,88539.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-07-29,2020-07-29,BRA,Brazil,2020-07-29,0.759,Belgium,Member,30528.0,Member,2020-07-29,30,Jul,Wednesday,211,20200729,True,0.3,0.0,0.0,25.0,4.0,Brazil,BRICS,323537.0,7052.0,True
899,6789,BRA,Brazil,2020-08-05,2801921.0,95819.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-08-05,2020-08-05,BRA,Brazil,2020-08-05,0.759,Belgium,Member,30528.0,Member,2020-08-05,31,Aug,Wednesday,218,20200805,True,0.3,0.0,0.0,25.0,4.0,Brazil,BRICS,318730.0,7280.0,True
900,6796,BRA,Brazil,2020-08-12,3109630.0,103026.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-08-12,2020-08-12,BRA,Brazil,2020-08-12,0.759,Belgium,Member,30528.0,Member,2020-08-12,32,Aug,Wednesday,225,20200812,True,0.4,0.0,0.0,25.0,4.0,Brazil,BRICS,307709.0,7207.0,True
901,6803,BRA,Brazil,2020-08-19,3407354.0,109888.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-08-19,2020-08-19,BRA,Brazil,2020-08-19,0.759,Belgium,Member,30528.0,Member,2020-08-19,33,Aug,Wednesday,232,20200819,True,0.4,0.0,0.0,25.0,4.0,Brazil,BRICS,297724.0,6862.0,True
902,6810,BRA,Brazil,2020-08-26,3669995.0,116580.0,76.39,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-08-26,2020-08-26,BRA,Brazil,2020-08-26,0.759,Belgium,Member,30528.0,Member,2020-08-26,34,Aug,Wednesday,239,20200826,True,0.4,0.0,0.0,25.0,4.0,Brazil,BRICS,262641.0,6692.0,True
903,6817,BRA,Brazil,2020-09-02,3950931.0,122596.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-09-02,2020-09-02,BRA,Brazil,2020-09-02,0.759,Belgium,Member,30528.0,Member,2020-09-02,35,Sep,Wednesday,246,20200902,True,0.5,0.0,0.0,25.0,4.0,Brazil,BRICS,280936.0,6016.0,True
904,6824,BRA,Brazil,2020-09-09,4162073.0,127464.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-09-09,2020-09-09,BRA,Brazil,2020-09-09,0.759,Belgium,Member,30528.0,Member,2020-09-09,36,Sep,Wednesday,253,20200909,True,0.5,0.0,0.0,25.0,4.0,Brazil,BRICS,211142.0,4868.0,True
905,6831,BRA,Brazil,2020-09-16,4382263.0,133119.0,72.69,212559409,14103.452,0.759,Brazil,8511965.0,BRA2020-09-16,2020-09-16,BRA,Brazil,2020-09-16,0.759,Belgium,Member,30528.0,Member,2020-09-16,37,Sep,Wednesday,260,20200916,True,0.5,0.0,0.0,25.0,4.0,Brazil,BRICS,220190.0,5655.0,True
908,6870,VGB,British Virgin Islands,2020-04-01,3.0,,72.22,30237,,,British Virgin Islands,153.0,VGB2020-04-01,2020-04-01,VGB,British Virgin Islands,2020-04-01,,Belgium,Member,30528.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,,197.6,4.0,,All_Others,,,True
909,6877,VGB,British Virgin Islands,2020-04-08,3.0,,72.22,30237,,,British Virgin Islands,153.0,VGB2020-04-08,2020-04-08,VGB,British Virgin Islands,2020-04-08,,Belgium,Member,30528.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,,197.6,4.0,,All_Others,0.0,,True
910,6884,VGB,British Virgin Islands,2020-04-15,3.0,,72.22,30237,,,British Virgin Islands,153.0,VGB2020-04-15,2020-04-15,VGB,British Virgin Islands,2020-04-15,,Belgium,Member,30528.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,,197.6,4.0,,All_Others,0.0,,True
911,6891,VGB,British Virgin Islands,2020-04-22,5.0,1.0,72.22,30237,,,British Virgin Islands,153.0,VGB2020-04-22,2020-04-22,VGB,British Virgin Islands,2020-04-22,,Belgium,Member,30528.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.2,197.6,4.0,,All_Others,2.0,,True
929,7017,VGB,British Virgin Islands,2020-08-26,26.0,1.0,79.63,30237,,,British Virgin Islands,153.0,VGB2020-08-26,2020-08-26,VGB,British Virgin Islands,2020-08-26,,Belgium,Member,30528.0,Member,2020-08-26,34,Aug,Wednesday,239,20200826,True,0.2,0.0,0.0,197.6,4.0,,All_Others,15.0,0.0,True
964,7303,BGR,Bulgaria,2020-03-18,81.0,2.0,70.37,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-03-18,2020-03-18,BGR,Bulgaria,2020-03-18,0.813,Bulgaria,Member,110994.0,Member,2020-03-18,11,Mar,Wednesday,78,20200318,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,,,True
965,7310,BGR,Bulgaria,2020-03-25,220.0,3.0,73.15,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-03-25,2020-03-25,BGR,Bulgaria,2020-03-25,0.813,Bulgaria,Member,110994.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,139.0,1.0,True
966,7317,BGR,Bulgaria,2020-04-01,399.0,8.0,71.3,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-04-01,2020-04-01,BGR,Bulgaria,2020-04-01,0.813,Bulgaria,Member,110994.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,179.0,5.0,True
967,7324,BGR,Bulgaria,2020-04-08,577.0,23.0,71.3,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-04-08,2020-04-08,BGR,Bulgaria,2020-04-08,0.813,Bulgaria,Member,110994.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,178.0,15.0,True
968,7331,BGR,Bulgaria,2020-04-15,713.0,35.0,73.15,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-04-15,2020-04-15,BGR,Bulgaria,2020-04-15,0.813,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,136.0,12.0,True
969,7338,BGR,Bulgaria,2020-04-22,975.0,45.0,73.15,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-04-22,2020-04-22,BGR,Bulgaria,2020-04-22,0.813,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,262.0,10.0,True
970,7345,BGR,Bulgaria,2020-04-29,1399.0,58.0,73.15,6948445,18563.307,0.813,Bulgaria,110910.0,BGR2020-04-29,2020-04-29,BGR,Bulgaria,2020-04-29,0.813,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.0,62.6,4.0,Bulgaria,EU,424.0,13.0,True
995,7531,BFA,Burkina Faso,2020-03-25,99.0,3.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-03-25,2020-03-25,BFA,Burkina Faso,2020-03-25,0.423,Bulgaria,Member,110994.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.0,76.2,4.0,,All_Others,79.0,,True
996,7538,BFA,Burkina Faso,2020-04-01,246.0,12.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-04-01,2020-04-01,BFA,Burkina Faso,2020-04-01,0.423,Bulgaria,Member,110994.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.0,76.2,4.0,,All_Others,147.0,9.0,True
997,7545,BFA,Burkina Faso,2020-04-08,384.0,19.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-04-08,2020-04-08,BFA,Burkina Faso,2020-04-08,0.423,Bulgaria,Member,110994.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.0,76.2,4.0,,All_Others,138.0,7.0,True
998,7552,BFA,Burkina Faso,2020-04-15,528.0,30.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-04-15,2020-04-15,BFA,Burkina Faso,2020-04-15,0.423,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.1,76.2,4.0,,All_Others,144.0,11.0,True
999,7559,BFA,Burkina Faso,2020-04-22,600.0,38.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-04-22,2020-04-22,BFA,Burkina Faso,2020-04-22,0.423,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.1,76.2,4.0,,All_Others,72.0,8.0,True
1000,7566,BFA,Burkina Faso,2020-04-29,638.0,42.0,84.26,20903278,1703.102,0.423,Burkina Faso,274200.0,BFA2020-04-29,2020-04-29,BFA,Burkina Faso,2020-04-29,0.423,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.1,76.2,4.0,,All_Others,38.0,4.0,True
1094,8278,CMR,Cameroon,2020-04-22,1163.0,42.0,71.3,26545864,3364.926,0.556,Cameroon,475440.0,CMR2020-04-22,2020-04-22,CMR,Cameroon,2020-04-22,0.556,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,55.8,4.0,,All_Others,308.0,25.0,True
1095,8285,CMR,Cameroon,2020-04-29,1806.0,59.0,71.3,26545864,3364.926,0.556,Cameroon,475440.0,CMR2020-04-29,2020-04-29,CMR,Cameroon,2020-04-29,0.556,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.0,55.8,4.0,,All_Others,643.0,17.0,True
1129,8544,CAN,Canada,2020-03-25,1959.0,27.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-03-25,2020-03-25,CAN,Canada,2020-03-25,0.926,Bulgaria,Member,110994.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.0,3.8,4.0,,All_Others,1390.0,19.0,True
1130,8551,CAN,Canada,2020-04-01,8536.0,96.0,74.54,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-04-01,2020-04-01,CAN,Canada,2020-04-01,0.926,Bulgaria,Member,110994.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.0,3.8,4.0,,All_Others,6577.0,69.0,True
1131,8558,CAN,Canada,2020-04-08,17883.0,380.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-04-08,2020-04-08,CAN,Canada,2020-04-08,0.926,Bulgaria,Member,110994.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.0,3.8,4.0,,All_Others,9347.0,284.0,True
1132,8565,CAN,Canada,2020-04-15,27046.0,903.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-04-15,2020-04-15,CAN,Canada,2020-04-15,0.926,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.0,3.8,4.0,,All_Others,9163.0,523.0,True
1133,8572,CAN,Canada,2020-04-22,38413.0,1834.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-04-22,2020-04-22,CAN,Canada,2020-04-22,0.926,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,3.8,4.0,,All_Others,11367.0,931.0,True
1134,8579,CAN,Canada,2020-04-29,50015.0,2859.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-04-29,2020-04-29,CAN,Canada,2020-04-29,0.926,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.1,3.8,4.0,,All_Others,11602.0,1025.0,True
1135,8586,CAN,Canada,2020-05-06,62046.0,4043.0,72.69,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-05-06,2020-05-06,CAN,Canada,2020-05-06,0.926,Bulgaria,Member,110994.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.1,3.8,4.0,,All_Others,12031.0,1184.0,True
1136,8593,CAN,Canada,2020-05-13,71157.0,5169.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-05-13,2020-05-13,CAN,Canada,2020-05-13,0.926,Bulgaria,Member,110994.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,0.1,3.8,4.0,,All_Others,9111.0,1126.0,True
1137,8600,CAN,Canada,2020-05-20,79101.0,5912.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-05-20,2020-05-20,CAN,Canada,2020-05-20,0.926,Bulgaria,Member,110994.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,0.1,3.8,4.0,,All_Others,7944.0,743.0,True
1138,8607,CAN,Canada,2020-05-27,86636.0,6639.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-05-27,2020-05-27,CAN,Canada,2020-05-27,0.926,Bulgaria,Member,110994.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.1,3.8,4.0,,All_Others,7535.0,727.0,True
1139,8614,CAN,Canada,2020-06-03,92399.0,7395.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-06-03,2020-06-03,CAN,Canada,2020-06-03,0.926,Bulgaria,Member,110994.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.0,0.0,0.1,3.8,4.0,,All_Others,5763.0,756.0,True
1140,8621,CAN,Canada,2020-06-10,96642.0,7897.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-06-10,2020-06-10,CAN,Canada,2020-06-10,0.926,Bulgaria,Member,110994.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.0,0.0,0.1,3.8,4.0,,All_Others,4243.0,502.0,True
1141,8628,CAN,Canada,2020-06-17,99456.0,8213.0,70.83,37742157,44017.591,0.926,Canada,9984670.0,CAN2020-06-17,2020-06-17,CAN,Canada,2020-06-17,0.926,Bulgaria,Member,110994.0,Member,2020-06-17,24,Jun,Wednesday,169,20200617,True,0.0,0.0,0.1,3.8,4.0,,All_Others,2814.0,316.0,True
1158,8764,CPV,Cape Verde,2020-04-01,6.0,1.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-04-01,2020-04-01,CPV,Cape Verde,2020-04-01,0.654,Bulgaria,Member,110994.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.2,137.9,4.0,,All_Others,3.0,0.0,True
1159,8771,CPV,Cape Verde,2020-04-08,7.0,1.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-04-08,2020-04-08,CPV,Cape Verde,2020-04-08,0.654,Bulgaria,Member,110994.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.0,0.0,0.1,137.9,4.0,,All_Others,1.0,0.0,True
1160,8778,CPV,Cape Verde,2020-04-15,11.0,1.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-04-15,2020-04-15,CPV,Cape Verde,2020-04-15,0.654,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,0.1,137.9,4.0,,All_Others,4.0,0.0,True
1161,8785,CPV,Cape Verde,2020-04-22,67.0,1.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-04-22,2020-04-22,CPV,Cape Verde,2020-04-22,0.654,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.0,0.0,0.0,137.9,4.0,,All_Others,56.0,0.0,True
1162,8792,CPV,Cape Verde,2020-04-29,113.0,1.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-04-29,2020-04-29,CPV,Cape Verde,2020-04-29,0.654,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.0,0.0,0.0,137.9,4.0,,All_Others,46.0,0.0,True
1163,8799,CPV,Cape Verde,2020-05-06,186.0,2.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-05-06,2020-05-06,CPV,Cape Verde,2020-05-06,0.654,Bulgaria,Member,110994.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.0,0.0,0.0,137.9,4.0,,All_Others,73.0,1.0,True
1164,8806,CPV,Cape Verde,2020-05-13,270.0,2.0,79.63,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-05-13,2020-05-13,CPV,Cape Verde,2020-05-13,0.654,Bulgaria,Member,110994.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.1,0.0,0.0,137.9,4.0,,All_Others,84.0,0.0,True
1165,8813,CPV,Cape Verde,2020-05-20,335.0,3.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-05-20,2020-05-20,CPV,Cape Verde,2020-05-20,0.654,Bulgaria,Member,110994.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.1,0.0,0.0,137.9,4.0,,All_Others,65.0,1.0,True
1166,8820,CPV,Cape Verde,2020-05-27,390.0,4.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-05-27,2020-05-27,CPV,Cape Verde,2020-05-27,0.654,Bulgaria,Member,110994.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.1,0.0,0.0,137.9,4.0,,All_Others,55.0,1.0,True
1167,8827,CPV,Cape Verde,2020-06-03,466.0,5.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-06-03,2020-06-03,CPV,Cape Verde,2020-06-03,0.654,Bulgaria,Member,110994.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.1,0.0,0.0,137.9,4.0,,All_Others,76.0,1.0,True
1168,8834,CPV,Cape Verde,2020-06-10,585.0,5.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-06-10,2020-06-10,CPV,Cape Verde,2020-06-10,0.654,Bulgaria,Member,110994.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.1,0.0,0.0,137.9,4.0,,All_Others,119.0,0.0,True
1169,8841,CPV,Cape Verde,2020-06-17,781.0,7.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-06-17,2020-06-17,CPV,Cape Verde,2020-06-17,0.654,Bulgaria,Member,110994.0,Member,2020-06-17,24,Jun,Wednesday,169,20200617,True,0.2,0.0,0.0,137.9,4.0,,All_Others,196.0,2.0,True
1170,8848,CPV,Cape Verde,2020-06-24,982.0,8.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-06-24,2020-06-24,CPV,Cape Verde,2020-06-24,0.654,Bulgaria,Member,110994.0,Member,2020-06-24,25,Jun,Wednesday,176,20200624,True,0.2,0.0,0.0,137.9,4.0,,All_Others,201.0,1.0,True
1171,8855,CPV,Cape Verde,2020-07-01,1227.0,15.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-07-01,2020-07-01,CPV,Cape Verde,2020-07-01,0.654,Bulgaria,Member,110994.0,Member,2020-07-01,26,Jul,Wednesday,183,20200701,True,0.3,0.0,0.0,137.9,4.0,,All_Others,245.0,7.0,True
1172,8862,CPV,Cape Verde,2020-07-08,1499.0,18.0,79.17,555988,6222.554,0.654,Cape Verde,4033.0,CPV2020-07-08,2020-07-08,CPV,Cape Verde,2020-07-08,0.654,Bulgaria,Member,110994.0,Member,2020-07-08,27,Jul,Wednesday,190,20200708,True,0.4,0.0,0.0,137.9,4.0,,All_Others,272.0,3.0,True
1185,8971,CYM,Cayman Islands,2020-03-25,3.0,1.0,76.85,65720,49903.029,,Cayman Islands,262.0,CYM2020-03-25,2020-03-25,CYM,Cayman Islands,2020-03-25,,Bulgaria,Member,110994.0,Member,2020-03-25,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.3,250.8,4.0,,All_Others,,,True
1186,8978,CYM,Cayman Islands,2020-04-01,14.0,1.0,90.74,65720,49903.029,,Cayman Islands,262.0,CYM2020-04-01,2020-04-01,CYM,Cayman Islands,2020-04-01,,Bulgaria,Member,110994.0,Member,2020-04-01,13,Apr,Wednesday,92,20200401,True,0.1,0.0,0.1,250.8,5.0,,All_Others,11.0,0.0,True
1187,8985,CYM,Cayman Islands,2020-04-08,45.0,1.0,90.74,65720,49903.029,,Cayman Islands,262.0,CYM2020-04-08,2020-04-08,CYM,Cayman Islands,2020-04-08,,Bulgaria,Member,110994.0,Member,2020-04-08,14,Apr,Wednesday,99,20200408,True,0.2,0.0,0.0,250.8,5.0,,All_Others,31.0,0.0,True
1188,8992,CYM,Cayman Islands,2020-04-15,54.0,1.0,90.74,65720,49903.029,,Cayman Islands,262.0,CYM2020-04-15,2020-04-15,CYM,Cayman Islands,2020-04-15,,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.2,0.0,0.0,250.8,5.0,,All_Others,9.0,0.0,True
1189,8999,CYM,Cayman Islands,2020-04-22,66.0,1.0,94.44,65720,49903.029,,Cayman Islands,262.0,CYM2020-04-22,2020-04-22,CYM,Cayman Islands,2020-04-22,,Bulgaria,Member,110994.0,Member,2020-04-22,16,Apr,Wednesday,113,20200422,True,0.3,0.0,0.0,250.8,5.0,,All_Others,12.0,0.0,True
1190,9006,CYM,Cayman Islands,2020-04-29,70.0,1.0,94.44,65720,49903.029,,Cayman Islands,262.0,CYM2020-04-29,2020-04-29,CYM,Cayman Islands,2020-04-29,,Bulgaria,Member,110994.0,Member,2020-04-29,17,Apr,Wednesday,120,20200429,True,0.3,0.0,0.0,250.8,5.0,,All_Others,4.0,0.0,True
1191,9013,CYM,Cayman Islands,2020-05-06,75.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-05-06,2020-05-06,CYM,Cayman Islands,2020-05-06,,Bulgaria,Member,110994.0,Member,2020-05-06,18,May,Wednesday,127,20200506,True,0.3,0.0,0.0,250.8,4.0,,All_Others,5.0,0.0,True
1192,9020,CYM,Cayman Islands,2020-05-13,85.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-05-13,2020-05-13,CYM,Cayman Islands,2020-05-13,,Bulgaria,Member,110994.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.3,0.0,0.0,250.8,4.0,,All_Others,10.0,0.0,True
1193,9027,CYM,Cayman Islands,2020-05-20,111.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-05-20,2020-05-20,CYM,Cayman Islands,2020-05-20,,Bulgaria,Member,110994.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.4,0.0,0.0,250.8,4.0,,All_Others,26.0,0.0,True
1194,9034,CYM,Cayman Islands,2020-05-27,137.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-05-27,2020-05-27,CYM,Cayman Islands,2020-05-27,,Bulgaria,Member,110994.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.5,0.0,0.0,250.8,4.0,,All_Others,26.0,0.0,True
1195,9041,CYM,Cayman Islands,2020-06-03,151.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-06-03,2020-06-03,CYM,Cayman Islands,2020-06-03,,Bulgaria,Member,110994.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.6,0.0,0.0,250.8,4.0,,All_Others,14.0,0.0,True
1196,9048,CYM,Cayman Islands,2020-06-10,176.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-06-10,2020-06-10,CYM,Cayman Islands,2020-06-10,,Bulgaria,Member,110994.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.7,0.0,0.0,250.8,4.0,,All_Others,25.0,0.0,True
1197,9055,CYM,Cayman Islands,2020-06-17,193.0,1.0,77.31,65720,49903.029,,Cayman Islands,262.0,CYM2020-06-17,2020-06-17,CYM,Cayman Islands,2020-06-17,,Bulgaria,Member,110994.0,Member,2020-06-17,24,Jun,Wednesday,169,20200617,True,0.7,0.0,0.0,250.8,4.0,,All_Others,17.0,0.0,True
1221,9238,CAF,Central African Republic,2020-05-13,179.0,,75.93,4829764,661.24,0.367,Central African Republic,622984.0,CAF2020-05-13,2020-05-13,CAF,Central African Republic,2020-05-13,0.367,Bulgaria,Member,110994.0,Member,2020-05-13,19,May,Wednesday,134,20200513,True,0.0,0.0,,7.8,4.0,,All_Others,85.0,,True
1222,9245,CAF,Central African Republic,2020-05-20,411.0,,75.93,4829764,661.24,0.367,Central African Republic,622984.0,CAF2020-05-20,2020-05-20,CAF,Central African Republic,2020-05-20,0.367,Bulgaria,Member,110994.0,Member,2020-05-20,20,May,Wednesday,141,20200520,True,0.0,0.0,,7.8,4.0,,All_Others,232.0,,True
1223,9252,CAF,Central African Republic,2020-05-27,671.0,1.0,75.93,4829764,661.24,0.367,Central African Republic,622984.0,CAF2020-05-27,2020-05-27,CAF,Central African Republic,2020-05-27,0.367,Bulgaria,Member,110994.0,Member,2020-05-27,21,May,Wednesday,148,20200527,True,0.0,0.0,0.0,7.8,4.0,,All_Others,260.0,,True
1224,9259,CAF,Central African Republic,2020-06-03,1173.0,4.0,75.93,4829764,661.24,0.367,Central African Republic,622984.0,CAF2020-06-03,2020-06-03,CAF,Central African Republic,2020-06-03,0.367,Bulgaria,Member,110994.0,Member,2020-06-03,22,Jun,Wednesday,155,20200603,True,0.0,0.0,0.0,7.8,4.0,,All_Others,502.0,3.0,True
1225,9266,CAF,Central African Republic,2020-06-10,1888.0,5.0,75.93,4829764,661.24,0.367,Central African Republic,622984.0,CAF2020-06-10,2020-06-10,CAF,Central African Republic,2020-06-10,0.367,Bulgaria,Member,110994.0,Member,2020-06-10,23,Jun,Wednesday,162,20200610,True,0.0,0.0,0.0,7.8,4.0,,All_Others,715.0,1.0,True
1245,9424,TCD,Chad,2020-04-15,23.0,,88.89,16425859,1768.153,0.404,Chad,1284000.0,TCD2020-04-15,2020-04-15,TCD,Chad,2020-04-15,0.404,Bulgaria,Member,110994.0,Member,2020-04-15,15,Apr,Wednesday,106,20200415,True,0.0,0.0,,12.8,4.0,,All_Others,14.0,,True
