,Unnamed: 0.1,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_x,Region,Area (sq. mi.),KEYCODE&DATE,DATE,Country_y,European Union,Area (km²),European Single Market,Week_Num,Month,day,dayz,Dates,Wednesdays,Cases_x_Area,Cases_x_Pop,Deaths_%_Cases,PopKM2,Stringency_Indexed,Country,Econ_Block,Weekly_Cases,Weekly_Deaths,Stringency_IndexL4_L5
371,2806,AUT,Austria,2020-03-18,1332.0,3.0,85.19,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-03-18,2020-03-18,Austria,Member,83855.0,Member,11,Mar,Wednesday,78,20200318,True,0.0,0.0,0.2,107.4,4.0,Austria,EU,1150.0,,True
372,2813,AUT,Austria,2020-03-25,5282.0,30.0,85.19,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-03-25,2020-03-25,Austria,Member,83855.0,Member,12,Mar,Wednesday,85,20200325,True,0.1,0.0,0.6,107.4,4.0,Austria,EU,3950.0,27.0,True
373,2820,AUT,Austria,2020-04-01,10182.0,128.0,85.19,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-04-01,2020-04-01,Austria,Member,83855.0,Member,13,Apr,Wednesday,92,20200401,True,0.1,0.0,1.3,107.4,4.0,Austria,EU,4900.0,98.0,True
374,2827,AUT,Austria,2020-04-08,12640.0,243.0,85.19,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-04-08,2020-04-08,Austria,Member,83855.0,Member,14,Apr,Wednesday,99,20200408,True,0.2,0.0,1.9,107.4,4.0,Austria,EU,2458.0,115.0,True
375,2834,AUT,Austria,2020-04-15,14234.0,384.0,81.48,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-04-15,2020-04-15,Austria,Member,83855.0,Member,15,Apr,Wednesday,106,20200415,True,0.2,0.0,2.7,107.4,4.0,Austria,EU,1594.0,141.0,True
376,2841,AUT,Austria,2020-04-22,14833.0,463.0,81.48,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-04-22,2020-04-22,Austria,Member,83855.0,Member,16,Apr,Wednesday,113,20200422,True,0.2,0.0,3.1,107.4,4.0,Austria,EU,599.0,79.0,True
377,2848,AUT,Austria,2020-04-29,15314.0,569.0,78.7,9006400,45436.686,0.908,Austria,WESTERN EUROPE                     ,83870.0,AUT2020-04-29,2020-04-29,Austria,Member,83855.0,Member,17,Apr,Wednesday,120,20200429,True,0.2,0.0,3.7,107.4,4.0,Austria,EU,481.0,106.0,True
615,4645,BEL,Belgium,2020-03-18,3098.0,62.0,73.15,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-03-18,2020-03-18,Belgium,Member,30528.0,Member,11,Mar,Wednesday,78,20200318,True,0.1,0.0,2.0,379.6,4.0,Belgium,EU,2324.0,58.0,True
616,4652,BEL,Belgium,2020-03-25,9150.0,478.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-03-25,2020-03-25,Belgium,Member,30528.0,Member,12,Mar,Wednesday,85,20200325,True,0.3,0.0,5.2,379.6,4.0,Belgium,EU,6052.0,416.0,True
617,4659,BEL,Belgium,2020-04-01,18493.0,1608.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-04-01,2020-04-01,Belgium,Member,30528.0,Member,13,Apr,Wednesday,92,20200401,True,0.6,0.0,8.7,379.6,4.0,Belgium,EU,9343.0,1130.0,True
618,4666,BEL,Belgium,2020-04-08,28299.0,3434.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-04-08,2020-04-08,Belgium,Member,30528.0,Member,14,Apr,Wednesday,99,20200408,True,0.9,0.0,12.1,379.6,4.0,Belgium,EU,9806.0,1826.0,True
619,4673,BEL,Belgium,2020-04-15,38157.0,5375.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-04-15,2020-04-15,Belgium,Member,30528.0,Member,15,Apr,Wednesday,106,20200415,True,1.2,0.0,14.1,379.6,4.0,Belgium,EU,9858.0,1941.0,True
620,4680,BEL,Belgium,2020-04-22,45713.0,6814.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-04-22,2020-04-22,Belgium,Member,30528.0,Member,16,Apr,Wednesday,113,20200422,True,1.5,0.0,14.9,379.6,4.0,Belgium,EU,7556.0,1439.0,True
621,4687,BEL,Belgium,2020-04-29,49939.0,7773.0,81.48,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-04-29,2020-04-29,Belgium,Member,30528.0,Member,17,Apr,Wednesday,120,20200429,True,1.6,0.0,15.6,379.6,4.0,Belgium,EU,4226.0,959.0,True
622,4694,BEL,Belgium,2020-05-06,52956.0,8374.0,78.7,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-05-06,2020-05-06,Belgium,Member,30528.0,Member,18,May,Wednesday,127,20200506,True,1.7,0.0,15.8,379.6,4.0,Belgium,EU,3017.0,601.0,True
623,4701,BEL,Belgium,2020-05-13,55431.0,8828.0,75.0,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-05-13,2020-05-13,Belgium,Member,30528.0,Member,19,May,Wednesday,134,20200513,True,1.8,0.0,15.9,379.6,4.0,Belgium,EU,2475.0,454.0,True
624,4708,BEL,Belgium,2020-05-20,57304.0,9077.0,75.0,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-05-20,2020-05-20,Belgium,Member,30528.0,Member,20,May,Wednesday,141,20200520,True,1.9,0.0,15.8,379.6,4.0,Belgium,EU,1873.0,249.0,True
625,4715,BEL,Belgium,2020-05-27,58518.0,9284.0,75.0,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-05-27,2020-05-27,Belgium,Member,30528.0,Member,21,May,Wednesday,148,20200527,True,1.9,0.0,15.9,379.6,4.0,Belgium,EU,1214.0,207.0,True
626,4722,BEL,Belgium,2020-06-03,59363.0,9435.0,75.0,11589616,42658.576,0.916,Belgium,WESTERN EUROPE                     ,30528.0,BEL2020-06-03,2020-06-03,Belgium,Member,30528.0,Member,22,Jun,Wednesday,155,20200603,True,1.9,0.0,15.9,379.6,4.0,Belgium,EU,845.0,151.0,True
964,7303,BGR,Bulgaria,2020-03-18,81.0,2.0,70.37,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-03-18,2020-03-18,Bulgaria,Member,110994.0,Member,11,Mar,Wednesday,78,20200318,True,0.0,0.0,2.5,62.6,4.0,Bulgaria,EU,,,True
965,7310,BGR,Bulgaria,2020-03-25,220.0,3.0,73.15,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-03-25,2020-03-25,Bulgaria,Member,110994.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,1.4,62.6,4.0,Bulgaria,EU,139.0,1.0,True
966,7317,BGR,Bulgaria,2020-04-01,399.0,8.0,71.3,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-04-01,2020-04-01,Bulgaria,Member,110994.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,2.0,62.6,4.0,Bulgaria,EU,179.0,5.0,True
967,7324,BGR,Bulgaria,2020-04-08,577.0,23.0,71.3,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-04-08,2020-04-08,Bulgaria,Member,110994.0,Member,14,Apr,Wednesday,99,20200408,True,0.0,0.0,4.0,62.6,4.0,Bulgaria,EU,178.0,15.0,True
968,7331,BGR,Bulgaria,2020-04-15,713.0,35.0,73.15,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-04-15,2020-04-15,Bulgaria,Member,110994.0,Member,15,Apr,Wednesday,106,20200415,True,0.0,0.0,4.9,62.6,4.0,Bulgaria,EU,136.0,12.0,True
969,7338,BGR,Bulgaria,2020-04-22,975.0,45.0,73.15,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-04-22,2020-04-22,Bulgaria,Member,110994.0,Member,16,Apr,Wednesday,113,20200422,True,0.0,0.0,4.6,62.6,4.0,Bulgaria,EU,262.0,10.0,True
970,7345,BGR,Bulgaria,2020-04-29,1399.0,58.0,73.15,6948445,18563.307,0.813,Bulgaria,EASTERN EUROPE,110910.0,BGR2020-04-29,2020-04-29,Bulgaria,Member,110994.0,Member,17,Apr,Wednesday,120,20200429,True,0.0,0.0,4.1,62.6,4.0,Bulgaria,EU,424.0,13.0,True
1491,11284,HRV,Croatia,2020-03-25,382.0,1.0,96.3,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-03-25,2020-03-25,Croatia,Member,56594.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.3,72.6,5.0,Croatia,EU,313.0,,True
1492,11291,HRV,Croatia,2020-04-01,867.0,6.0,96.3,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-04-01,2020-04-01,Croatia,Member,56594.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.7,72.6,5.0,Croatia,EU,485.0,5.0,True
1493,11298,HRV,Croatia,2020-04-08,1282.0,18.0,96.3,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-04-08,2020-04-08,Croatia,Member,56594.0,Member,14,Apr,Wednesday,99,20200408,True,0.0,0.0,1.4,72.6,5.0,Croatia,EU,415.0,12.0,True
1494,11305,HRV,Croatia,2020-04-15,1704.0,31.0,96.3,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-04-15,2020-04-15,Croatia,Member,56594.0,Member,15,Apr,Wednesday,106,20200415,True,0.0,0.0,1.8,72.6,5.0,Croatia,EU,422.0,13.0,True
1495,11312,HRV,Croatia,2020-04-22,1908.0,48.0,96.3,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-04-22,2020-04-22,Croatia,Member,56594.0,Member,16,Apr,Wednesday,113,20200422,True,0.0,0.0,2.5,72.6,5.0,Croatia,EU,204.0,17.0,True
1496,11319,HRV,Croatia,2020-04-29,2047.0,63.0,89.81,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-04-29,2020-04-29,Croatia,Member,56594.0,Member,17,Apr,Wednesday,120,20200429,True,0.0,0.0,3.1,72.6,4.0,Croatia,EU,139.0,15.0,True
1497,11326,HRV,Croatia,2020-05-06,2112.0,83.0,89.81,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-05-06,2020-05-06,Croatia,Member,56594.0,Member,18,May,Wednesday,127,20200506,True,0.0,0.0,3.9,72.6,4.0,Croatia,EU,65.0,20.0,True
1498,11333,HRV,Croatia,2020-05-13,2207.0,91.0,70.37,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-05-13,2020-05-13,Croatia,Member,56594.0,Member,19,May,Wednesday,134,20200513,True,0.0,0.0,4.1,72.6,4.0,Croatia,EU,95.0,8.0,True
1499,11340,HRV,Croatia,2020-05-20,2232.0,96.0,70.37,4105268,22669.797,0.831,Croatia,EASTERN EUROPE,56542.0,HRV2020-05-20,2020-05-20,Croatia,Member,56594.0,Member,20,May,Wednesday,141,20200520,True,0.0,0.0,4.3,72.6,4.0,Croatia,EU,25.0,5.0,True
1577,11941,CYP,Cyprus,2020-03-25,124.0,3.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-03-25,2020-03-25,Cyprus,Member,9251.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,2.4,94.7,5.0,Cyprus,EU,84.0,,True
1578,11948,CYP,Cyprus,2020-04-01,262.0,8.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-04-01,2020-04-01,Cyprus,Member,9251.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,3.1,94.7,5.0,Cyprus,EU,138.0,5.0,True
1579,11955,CYP,Cyprus,2020-04-08,494.0,9.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-04-08,2020-04-08,Cyprus,Member,9251.0,Member,14,Apr,Wednesday,99,20200408,True,0.1,0.0,1.8,94.7,5.0,Cyprus,EU,232.0,1.0,True
1580,11962,CYP,Cyprus,2020-04-15,695.0,12.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-04-15,2020-04-15,Cyprus,Member,9251.0,Member,15,Apr,Wednesday,106,20200415,True,0.1,0.0,1.7,94.7,5.0,Cyprus,EU,201.0,3.0,True
1581,11969,CYP,Cyprus,2020-04-22,784.0,12.0,94.44,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-04-22,2020-04-22,Cyprus,Member,9251.0,Member,16,Apr,Wednesday,113,20200422,True,0.1,0.0,1.5,94.7,5.0,Cyprus,EU,89.0,0.0,True
1582,11976,CYP,Cyprus,2020-04-29,837.0,15.0,94.44,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-04-29,2020-04-29,Cyprus,Member,9251.0,Member,17,Apr,Wednesday,120,20200429,True,0.1,0.0,1.8,94.7,5.0,Cyprus,EU,53.0,3.0,True
1583,11983,CYP,Cyprus,2020-05-06,878.0,15.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-05-06,2020-05-06,Cyprus,Member,9251.0,Member,18,May,Wednesday,127,20200506,True,0.1,0.0,1.7,94.7,5.0,Cyprus,EU,41.0,0.0,True
1584,11990,CYP,Cyprus,2020-05-13,903.0,16.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-05-13,2020-05-13,Cyprus,Member,9251.0,Member,19,May,Wednesday,134,20200513,True,0.1,0.0,1.8,94.7,5.0,Cyprus,EU,25.0,1.0,True
1585,11997,CYP,Cyprus,2020-05-20,918.0,17.0,92.59,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-05-20,2020-05-20,Cyprus,Member,9251.0,Member,20,May,Wednesday,141,20200520,True,0.1,0.0,1.9,94.7,5.0,Cyprus,EU,15.0,1.0,True
1586,12004,CYP,Cyprus,2020-05-27,939.0,17.0,76.85,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-05-27,2020-05-27,Cyprus,Member,9251.0,Member,21,May,Wednesday,148,20200527,True,0.1,0.0,1.8,94.7,4.0,Cyprus,EU,21.0,0.0,True
1587,12011,CYP,Cyprus,2020-06-03,952.0,17.0,76.85,875899,32415.132,0.869,Cyprus,NEAR EAST,9250.0,CYP2020-06-03,2020-06-03,Cyprus,Member,9251.0,Member,22,Jun,Wednesday,155,20200603,True,0.1,0.0,1.8,94.7,4.0,Cyprus,EU,13.0,0.0,True
1615,12228,CZE,Czech Republic,2020-03-18,434.0,,79.63,10708982,32605.906,0.888,Czech Republic,EASTERN EUROPE,78866.0,CZE2020-03-18,2020-03-18,Czech Republic,Member,78866.0,Member,11,Mar,Wednesday,78,20200318,True,0.0,0.0,,135.8,4.0,Czech Republic,EU,371.0,,True
1616,12235,CZE,Czech Republic,2020-03-25,1394.0,3.0,82.41,10708982,32605.906,0.888,Czech Republic,EASTERN EUROPE,78866.0,CZE2020-03-25,2020-03-25,Czech Republic,Member,78866.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,0.2,135.8,4.0,Czech Republic,EU,960.0,,True
1617,12242,CZE,Czech Republic,2020-04-01,3308.0,31.0,82.41,10708982,32605.906,0.888,Czech Republic,EASTERN EUROPE,78866.0,CZE2020-04-01,2020-04-01,Czech Republic,Member,78866.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.9,135.8,4.0,Czech Republic,EU,1914.0,28.0,True
1618,12249,CZE,Czech Republic,2020-04-08,5017.0,88.0,74.07,10708982,32605.906,0.888,Czech Republic,EASTERN EUROPE,78866.0,CZE2020-04-08,2020-04-08,Czech Republic,Member,78866.0,Member,14,Apr,Wednesday,99,20200408,True,0.1,0.0,1.8,135.8,4.0,Czech Republic,EU,1709.0,57.0,True
1619,12256,CZE,Czech Republic,2020-04-15,6141.0,161.0,71.3,10708982,32605.906,0.888,Czech Republic,EASTERN EUROPE,78866.0,CZE2020-04-15,2020-04-15,Czech Republic,Member,78866.0,Member,15,Apr,Wednesday,106,20200415,True,0.1,0.0,2.6,135.8,4.0,Czech Republic,EU,1124.0,73.0,True
1684,12743,DNK,Denmark,2020-03-18,1024.0,4.0,72.22,5792203,46682.515,0.929,Denmark,WESTERN EUROPE                     ,43094.0,DNK2020-03-18,2020-03-18,Denmark,Member,43075.0,Member,11,Mar,Wednesday,78,20200318,True,0.0,0.0,0.4,134.4,4.0,Denmark,EU,760.0,,True
1685,12750,DNK,Denmark,2020-03-25,1591.0,32.0,72.22,5792203,46682.515,0.929,Denmark,WESTERN EUROPE                     ,43094.0,DNK2020-03-25,2020-03-25,Denmark,Member,43075.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,2.0,134.4,4.0,Denmark,EU,567.0,28.0,True
1686,12757,DNK,Denmark,2020-04-01,2860.0,90.0,72.22,5792203,46682.515,0.929,Denmark,WESTERN EUROPE                     ,43094.0,DNK2020-04-01,2020-04-01,Denmark,Member,43075.0,Member,13,Apr,Wednesday,92,20200401,True,0.1,0.0,3.1,134.4,4.0,Denmark,EU,1269.0,58.0,True
1687,12764,DNK,Denmark,2020-04-08,5071.0,203.0,72.22,5792203,46682.515,0.929,Denmark,WESTERN EUROPE                     ,43094.0,DNK2020-04-08,2020-04-08,Denmark,Member,43075.0,Member,14,Apr,Wednesday,99,20200408,True,0.1,0.0,4.0,134.4,4.0,Denmark,EU,2211.0,113.0,True
1983,15005,EST,Estonia,2020-04-01,745.0,4.0,77.78,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-04-01,2020-04-01,Estonia,Member,45227.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,0.5,29.3,4.0,Estonia,EU,376.0,,True
1984,15012,EST,Estonia,2020-04-08,1149.0,21.0,77.78,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-04-08,2020-04-08,Estonia,Member,45227.0,Member,14,Apr,Wednesday,99,20200408,True,0.0,0.0,1.8,29.3,4.0,Estonia,EU,404.0,17.0,True
1985,15019,EST,Estonia,2020-04-15,1373.0,31.0,77.78,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-04-15,2020-04-15,Estonia,Member,45227.0,Member,15,Apr,Wednesday,106,20200415,True,0.0,0.0,2.3,29.3,4.0,Estonia,EU,224.0,10.0,True
1986,15026,EST,Estonia,2020-04-22,1552.0,43.0,77.78,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-04-22,2020-04-22,Estonia,Member,45227.0,Member,16,Apr,Wednesday,113,20200422,True,0.0,0.0,2.8,29.3,4.0,Estonia,EU,179.0,12.0,True
1987,15033,EST,Estonia,2020-04-29,1660.0,50.0,75.0,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-04-29,2020-04-29,Estonia,Member,45227.0,Member,17,Apr,Wednesday,120,20200429,True,0.0,0.0,3.0,29.3,4.0,Estonia,EU,108.0,7.0,True
1988,15040,EST,Estonia,2020-05-06,1711.0,55.0,75.0,1326539,29481.252,0.871,Estonia,BALTICS,45226.0,EST2020-05-06,2020-05-06,Estonia,Member,45227.0,Member,18,May,Wednesday,127,20200506,True,0.0,0.0,3.2,29.3,4.0,Estonia,EU,51.0,5.0,True
2179,16491,FRA,France,2020-03-18,7730.0,175.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-03-18,2020-03-18,France,Member,549087.0,Member,11,Mar,Wednesday,78,20200318,True,0.0,0.0,2.3,119.3,4.0,France,EU,5946.0,142.0,True
2180,16498,FRA,France,2020-03-25,22302.0,1100.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-03-25,2020-03-25,France,Member,549087.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,4.9,119.3,4.0,France,EU,14572.0,925.0,True
2181,16505,FRA,France,2020-04-01,52128.0,3523.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-04-01,2020-04-01,France,Member,549087.0,Member,13,Apr,Wednesday,92,20200401,True,0.1,0.0,6.8,119.3,4.0,France,EU,29826.0,2423.0,True
2182,16512,FRA,France,2020-04-08,78167.0,10328.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-04-08,2020-04-08,France,Member,549087.0,Member,14,Apr,Wednesday,99,20200408,True,0.1,0.0,13.2,119.3,4.0,France,EU,26039.0,6805.0,True
2183,16519,FRA,France,2020-04-15,103573.0,15729.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-04-15,2020-04-15,France,Member,549087.0,Member,15,Apr,Wednesday,106,20200415,True,0.2,0.0,15.2,119.3,4.0,France,EU,25406.0,5401.0,True
2184,16526,FRA,France,2020-04-22,117324.0,20796.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-04-22,2020-04-22,France,Member,549087.0,Member,16,Apr,Wednesday,113,20200422,True,0.2,0.0,17.7,119.3,4.0,France,EU,13751.0,5067.0,True
2185,16533,FRA,France,2020-04-29,126835.0,23660.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-04-29,2020-04-29,France,Member,549087.0,Member,17,Apr,Wednesday,120,20200429,True,0.2,0.0,18.7,119.3,4.0,France,EU,9511.0,2864.0,True
2186,16540,FRA,France,2020-05-06,132967.0,25531.0,87.96,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-05-06,2020-05-06,France,Member,549087.0,Member,18,May,Wednesday,127,20200506,True,0.2,0.0,19.2,119.3,4.0,France,EU,6132.0,1871.0,True
2187,16547,FRA,France,2020-05-13,140227.0,26991.0,74.07,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-05-13,2020-05-13,France,Member,549087.0,Member,19,May,Wednesday,134,20200513,True,0.3,0.0,19.2,119.3,4.0,France,EU,7260.0,1460.0,True
2188,16554,FRA,France,2020-05-20,143427.0,28022.0,74.07,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-05-20,2020-05-20,France,Member,549087.0,Member,20,May,Wednesday,141,20200520,True,0.3,0.0,19.5,119.3,4.0,France,EU,3200.0,1031.0,True
2189,16561,FRA,France,2020-05-27,145555.0,28530.0,72.22,65273512,38605.671,0.901,France,WESTERN EUROPE                     ,547030.0,FRA2020-05-27,2020-05-27,France,Member,549087.0,Member,21,May,Wednesday,148,20200527,True,0.3,0.0,19.6,119.3,4.0,France,EU,2128.0,508.0,True
2344,17737,DEU,Germany,2020-03-25,31554.0,149.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-03-25,2020-03-25,Germany,Member,357021.0,Member,12,Mar,Wednesday,85,20200325,True,0.1,0.0,0.5,234.7,4.0,Germany,EU,24398.0,136.0,True
2345,17744,DEU,Germany,2020-04-01,67366.0,732.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-04-01,2020-04-01,Germany,Member,357021.0,Member,13,Apr,Wednesday,92,20200401,True,0.2,0.0,1.1,234.7,4.0,Germany,EU,35812.0,583.0,True
2346,17751,DEU,Germany,2020-04-08,103228.0,1861.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-04-08,2020-04-08,Germany,Member,357021.0,Member,14,Apr,Wednesday,99,20200408,True,0.3,0.0,1.8,234.7,4.0,Germany,EU,35862.0,1129.0,True
2347,17758,DEU,Germany,2020-04-15,127584.0,3254.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-04-15,2020-04-15,Germany,Member,357021.0,Member,15,Apr,Wednesday,106,20200415,True,0.4,0.0,2.6,234.7,4.0,Germany,EU,24356.0,1393.0,True
2348,17765,DEU,Germany,2020-04-22,145694.0,4879.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-04-22,2020-04-22,Germany,Member,357021.0,Member,16,Apr,Wednesday,113,20200422,True,0.4,0.0,3.3,234.7,4.0,Germany,EU,18110.0,1625.0,True
2349,17772,DEU,Germany,2020-04-29,157641.0,6115.0,76.85,83783945,45229.245,0.936,Germany,WESTERN EUROPE                     ,357021.0,DEU2020-04-29,2020-04-29,Germany,Member,357021.0,Member,17,Apr,Wednesday,120,20200429,True,0.4,0.0,3.9,234.7,4.0,Germany,EU,11947.0,1236.0,True
2440,18465,GRC,Greece,2020-03-25,743.0,20.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-03-25,2020-03-25,Greece,Member,131990.0,Member,12,Mar,Wednesday,85,20200325,True,0.0,0.0,2.7,79.0,4.0,Greece,EU,356.0,15.0,True
2441,18472,GRC,Greece,2020-04-01,1314.0,49.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-04-01,2020-04-01,Greece,Member,131990.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,3.7,79.0,4.0,Greece,EU,571.0,29.0,True
2442,18479,GRC,Greece,2020-04-08,1832.0,81.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-04-08,2020-04-08,Greece,Member,131990.0,Member,14,Apr,Wednesday,99,20200408,True,0.0,0.0,4.4,79.0,4.0,Greece,EU,518.0,32.0,True
2443,18486,GRC,Greece,2020-04-15,2170.0,101.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-04-15,2020-04-15,Greece,Member,131990.0,Member,15,Apr,Wednesday,106,20200415,True,0.0,0.0,4.7,79.0,4.0,Greece,EU,338.0,20.0,True
2444,18493,GRC,Greece,2020-04-22,2401.0,121.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-04-22,2020-04-22,Greece,Member,131990.0,Member,16,Apr,Wednesday,113,20200422,True,0.0,0.0,5.0,79.0,4.0,Greece,EU,231.0,20.0,True
2445,18500,GRC,Greece,2020-04-29,2534.0,136.0,84.26,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-04-29,2020-04-29,Greece,Member,131990.0,Member,17,Apr,Wednesday,120,20200429,True,0.0,0.0,5.4,79.0,4.0,Greece,EU,133.0,15.0,True
2446,18507,GRC,Greece,2020-05-06,2642.0,146.0,72.22,10423056,24574.382,0.87,Greece,WESTERN EUROPE                     ,131940.0,GRC2020-05-06,2020-05-06,Greece,Member,131990.0,Member,18,May,Wednesday,127,20200506,True,0.0,0.0,5.5,79.0,4.0,Greece,EU,108.0,10.0,True
2764,20932,HUN,Hungary,2020-04-01,525.0,20.0,76.85,9660350,26777.561,0.838,Hungary,EASTERN EUROPE,93030.0,HUN2020-04-01,2020-04-01,Hungary,Member,93030.0,Member,13,Apr,Wednesday,92,20200401,True,0.0,0.0,3.8,103.8,4.0,Hungary,EU,299.0,10.0,True
