,Unnamed: 0,iso_code,location,date,total_cases,total_deaths,stringency_index,population,gdp_per_capita,human_development_index,Country_RD,Area (sq. mi.),DATE_RD,DATE_CD,Country_CD,European Union,Area (km²),Population Density,DATE,Week_Num,Month,day,dayz,Dates,Wednesdays,CasesxArea,CasesxPop,DeathsxCases,AreaKM2,PopKM2,Stringency_Indexed,Country,Econ_Block
3657,25813,KGZ,Kyrgyzstan,2020-09-30,46669.0,1064.0,67.13,6524191,3393.474,0.672,Kyrgyzstan,198500.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0071532240549058,0.0,,,3.0,,All_Others
3687,26022,LAO,Laos,2020-09-30,23.0,0.0,32.41,7275556,6397.36,0.601,Laos,236800.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,3.161270423868636e-06,0.0,,,2.0,,All_Others
3720,26256,LVA,Latvia,2020-09-30,1729.0,37.0,42.59,1886202,25063.846,0.847,Latvia,64589.0,2020-09-30,2020-09-30,Latvia,Member,64589.0,31.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.0267692641161807,0.0009166568585973,0.0,64589.0,29.203146046540432,2.0,Latvia,EU
3762,26550,LBN,Lebanon,2020-09-30,38377.0,361.0,59.26,6825442,13367.565,0.757,Lebanon,10400.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0056226395301579,0.0,,,3.0,,All_Others
3784,26708,LSO,Lesotho,2020-09-30,1576.0,35.0,59.26,2142252,2851.153,0.52,Lesotho,30355.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0007356744211231,0.0,,,3.0,,All_Others
3815,26925,LBR,Liberia,2020-09-30,1343.0,82.0,60.19,5057677,752.788,0.435,Liberia,111370.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002655369253513,0.1,,,3.0,,All_Others
3848,27155,LBY,Libya,2020-09-30,34014.0,540.0,86.11,6871287,17881.509,0.706,Libya,1759540.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0049501643578561,0.0,,,4.0,,All_Others
3880,27379,LIE,Liechtenstein,2020-09-30,120.0,1.0,0.0,38137,,0.916,Liechtenstein,160.0,2020-09-30,2020-09-30,Liechtenstein,,160.0,234.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.75,0.0031465505939114,0.0,160.0,238.35625,0.0,,All_Others
3922,27673,LTU,Lithuania,2020-09-30,4578.0,92.0,19.44,2722291,29524.265,0.858,Lithuania,65200.0,2020-09-30,2020-09-30,Lithuania,Member,65200.0,45.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.0702147239263803,0.0016816717977615,0.0,65200.0,41.75292944785276,1.0,Lithuania,EU
3964,27967,LUX,Luxembourg,2020-09-30,8431.0,124.0,43.52,625976,94277.965,0.904,Luxembourg,2586.0,2020-09-30,2020-09-30,Luxembourg,Member,2586.0,218.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,3.260247486465584,0.0134685674850154,0.0,2586.0,242.06341840680588,2.0,Luxembourg,EU
4006,28261,MKD,Macedonia,2020-09-30,17786.0,737.0,,2083380,13111.214,0.757,Macedonia,25333.0,2020-09-30,2020-09-30,Macedonia,Candidate,25713.0,80.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.6917123633959475,0.0085370887692115,0.0,25713.0,81.02438455256096,,,All_Others
4036,28474,MDG,Madagascar,2020-09-30,16377.0,229.0,56.48,27691019,1416.44,0.519,Madagascar,587040.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0005914191890157,0.0,,,3.0,,All_Others
4065,28679,MWI,Malawi,2020-09-30,5772.0,179.0,54.63,19129955,1095.042,0.477,Malawi,118480.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0003017257489628,0.0,,,3.0,,All_Others
4107,28973,MYS,Malaysia,2020-09-30,11135.0,134.0,50.93,32365998,26808.164,0.802,Malaysia,329750.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0003440338839543,0.0,,,3.0,,All_Others
4139,29197,MDV,Maldives,2020-09-30,10194.0,34.0,,540542,15183.616,0.717,Maldives,300.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0188588490811074,0.0,,,,,All_Others
4168,29405,MLI,Mali,2020-09-30,3090.0,130.0,39.81,20250834,2014.306,0.427,Mali,1240000.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0001525863082972,0.0,,,2.0,,All_Others
4204,29662,MLT,Malta,2020-09-30,3035.0,34.0,,441539,36513.323,0.878,Malta,316.0,2020-09-30,2020-09-30,Malta,Member,316.0,1359.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,9.604430379746836,0.0068736849972482,0.0,316.0,1397.2753164556962,,Malta,EU
4235,29881,MRT,Mauritania,2020-09-30,7474.0,161.0,13.89,4649660,3597.633,0.52,Mauritania,1030700.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0016074293604263,0.0,,,1.0,,All_Others
4265,30095,MUS,Mauritius,2020-09-30,381.0,10.0,22.22,1271767,20292.745,0.79,Mauritius,2040.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002995831783652,0.0,,,1.0,,All_Others
4307,30389,MEX,Mexico,2020-09-30,784074.0,77163.0,73.61,128932753,17336.469,0.774,Mexico,1972550.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0060812631527382,0.1,,,4.0,,All_Others
4339,30613,MDA,Moldova,2020-09-30,52029.0,1310.0,46.3,4033963,5189.972,0.7,Moldova,33843.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0128977385266052,0.0,,,2.0,,All_Others
4381,30907,MCO,Monaco,2020-09-30,214.0,1.0,,39244,,,Monaco,2.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0054530628885944,0.0,,,,,All_Others
4412,31127,MNG,Mongolia,2020-09-30,313.0,,42.59,3278292,11840.846,0.741,Mongolia,1564116.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,9.547654693358615e-05,,,,2.0,,All_Others
4443,31343,MNE,Montenegro,2020-09-30,10575.0,164.0,,628062,16409.288,0.814,Montenegro,5333.0,2020-09-30,2020-09-30,Montenegro,Candidate,13812.0,45.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.7656385751520417,0.0168375096726119,0.0,13812.0,45.47219808861859,,,All_Others
4473,31556,MSR,Montserrat,2020-09-30,13.0,1.0,,4999,,,Montserrat,102.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0026005201040208,0.1,,,,,All_Others
4509,31812,MAR,Morocco,2020-09-30,121183.0,2152.0,65.74,36910558,7485.013,0.667,Morocco,446550.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.003283152749953,0.0,,,3.0,,All_Others
4539,32023,MOZ,Mozambique,2020-09-30,8556.0,59.0,62.04,31255435,1136.103,0.437,Mozambique,801590.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002737443903756,0.0,,,3.0,,All_Others
4569,32235,MMR,Myanmar,2020-09-30,12425.0,284.0,81.02,54409794,5591.597,0.578,Myanmar,678500.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002283596221665,0.0,,,4.0,,All_Others
4600,32454,NAM,Namibia,2020-09-30,11140.0,121.0,56.48,2540916,9541.808,0.647,Namibia,825418.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0043842456814786,0.0,,,3.0,,All_Others
4642,32748,NPL,Nepal,2020-09-30,76258.0,491.0,76.85,29136808,2442.804,0.574,Nepal,147181.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0026172393352078,0.0,,,4.0,,All_Others
4684,33042,NLD,Netherlands,2020-09-30,117420.0,6384.0,58.33,17134873,48472.545,0.931,Netherlands,41526.0,2020-09-30,2020-09-30,Netherlands,Member,41543.0,407.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,2.8264689598729027,0.0068526915839994,0.1,41543.0,412.4611366535879,3.0,Netherlands,EU
4714,33255,NCL,New Caledonia,2020-09-30,27.0,,,285491,,,New Caledonia,19060.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,9.457390951028228e-05,,,,,,All_Others
4756,33549,NZL,New Zealand,2020-09-30,1480.0,25.0,31.94,4822233,36085.843,0.917,New Zealand,268680.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0003069117564414,0.0,,,2.0,,All_Others
4786,33764,NIC,Nicaragua,2020-09-30,5170.0,151.0,11.11,6624554,5321.444,0.658,Nicaragua,129494.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0007804298976202,0.0,,,1.0,,All_Others
4816,33977,NER,Niger,2020-09-30,1196.0,69.0,11.11,24206636,926.0,0.354,Niger,1267000.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,4.940793921137989e-05,0.1,,,1.0,,All_Others
4858,34271,NGA,Nigeria,2020-09-30,58647.0,1111.0,48.15,206139587,5338.454,0.532,Nigeria,923768.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002845013946787,0.0,,,2.0,,All_Others
4887,34474,MNP,Northern Mariana Islands,2020-09-30,70.0,2.0,,57557,,,Northern Mariana Islands,477.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0012161856941814,0.0,,,,,All_Others
4929,34768,NOR,Norway,2020-09-30,13788.0,274.0,28.7,5421242,64800.057,0.953,Norway,323802.0,2020-09-30,2020-09-30,Norway,,385178.0,13.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.0357964369719973,0.0025433286320736,0.0,385178.0,14.074640815415211,1.0,,All_Others
4971,35062,OMN,Oman,2020-09-30,98585.0,935.0,86.11,5106622,37960.709,0.821,Oman,212460.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0193053255165547,0.0,,,4.0,,All_Others
5013,35356,PAK,Pakistan,2020-09-30,312263.0,6479.0,37.5,220892331,5034.708,0.562,Pakistan,803940.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0014136434641544,0.0,,,2.0,,All_Others
5045,35583,PSE,Palestine,2020-09-30,50115.0,360.0,82.41,5101416,4449.898,0.686,Palestine,2402.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0098237430548694,0.0,,,4.0,,All_Others
5077,35808,PAN,Panama,2020-09-30,111853.0,2364.0,87.04,4314768,22267.037,0.789,Panama,78200.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0259232941377149,0.0,,,4.0,,All_Others
5107,36021,PNG,Papua New Guinea,2020-09-30,534.0,7.0,25.0,8947027,3823.194,0.544,Papua New Guinea,462840.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,5.968463043645672e-05,0.0,,,1.0,,All_Others
5139,36248,PRY,Paraguay,2020-09-30,40101.0,841.0,81.48,7132530,8827.01,0.702,Paraguay,406750.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0056222686760518,0.0,,,4.0,,All_Others
5172,36483,PER,Peru,2020-09-30,811768.0,32396.0,85.19,32971846,12236.706,0.75,Peru,1285220.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.024620034923128,0.0,,,4.0,,All_Others
5214,36777,PHL,Philippines,2020-09-30,309303.0,5448.0,54.63,109581085,7599.188,0.699,Philippines,300000.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0028225947936178,0.0,,,3.0,,All_Others
5247,37005,POL,Poland,2020-09-30,89962.0,2483.0,19.44,37846605,27216.445,0.865,Poland,312685.0,2020-09-30,2020-09-30,Poland,Member,312685.0,122.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.2877080768185234,0.0023770163796726,0.0,312685.0,121.03748181076804,1.0,Poland,EU
5280,37238,PRT,Portugal,2020-09-30,74717.0,1963.0,58.8,10196707,27936.896,0.847,Portugal,92391.0,2020-09-30,2020-09-30,Portugal,Member,92390.0,112.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.8087130641844356,0.0073275617314491,0.0,92390.0,110.36591622469965,3.0,Portugal,EU
5309,37444,PRI,Puerto Rico,2020-09-30,48467.0,654.0,70.37,2860840,35044.67,,Puerto Rico,13790.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0169415276632038,0.0,,,4.0,,All_Others
5351,37738,QAT,Qatar,2020-09-30,125533.0,214.0,64.81,2881060,116935.6,0.856,Qatar,11437.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0435718103753479,0.0,,,3.0,,All_Others
5393,38032,ROU,Romania,2020-09-30,125414.0,4792.0,43.52,19237682,23313.199,0.811,Romania,237500.0,2020-09-30,2020-09-30,Romania,Member,238391.0,83.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.5260852968442601,0.0065191845878313,0.0,238391.0,80.69802131791889,2.0,Romania,EU
5435,38326,RUS,Russia,2020-09-30,1167805.0,20545.0,40.74,145934460,24765.954,0.816,Russia,17075200.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0080022566294485,0.0,,,2.0,Russia,BRICS
5466,38545,RWA,Rwanda,2020-09-30,4836.0,29.0,75.93,12952209,1854.211,0.524,Rwanda,26338.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0003733726038546,0.0,,,4.0,,All_Others
5495,38753,KNA,Saint Kitts and Nevis,2020-09-30,19.0,,,53192,24654.385,0.778,Saint Kitts and Nevis,261.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0003571965709129,,,,,,All_Others
5526,38972,LCA,Saint Lucia,2020-09-30,27.0,,,183629,12951.839,0.747,Saint Lucia,616.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0001470355989522,,,,,,All_Others
5556,39188,VCT,Saint Vincent and the Grenadines,2020-09-30,64.0,,,110947,10727.146,0.723,Saint Vincent and the Grenadines,389.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0005768520104193,,,,,,All_Others
5598,39482,SMR,San Marino,2020-09-30,727.0,42.0,25.93,33938,56861.47,,San Marino,61.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0214214155224232,0.1,,,1.0,,All_Others
5625,39676,STP,Sao Tome and Principe,2020-09-30,911.0,15.0,,219161,3052.714,0.589,Sao Tome and Principe,1001.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0041567614675968,0.0,,,,,All_Others
5658,39908,SAU,Saudi Arabia,2020-09-30,334187.0,4739.0,57.41,34813867,49045.411,0.853,Saudi Arabia,1960582.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0095992496323375,0.0,,,3.0,,All_Others
5691,40143,SEN,Senegal,2020-09-30,14945.0,310.0,,16743930,2470.58,0.505,Senegal,196190.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0008925622598756,0.0,,,,,All_Others
5725,40380,SRB,Serbia,2020-09-30,33479.0,749.0,50.93,6804596,14048.881,0.787,Serbia,88361.0,2020-09-30,2020-09-30,Serbia,Candidate,88361.0,81.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.378888876314211,0.0049200569732574,0.0,88361.0,77.00904245085502,3.0,,All_Others
5756,40599,SYC,Seychelles,2020-09-30,143.0,,36.11,98340,26382.287,0.797,Seychelles,455.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0014541387024608,,,,2.0,,All_Others
5785,40801,SLE,Sierra Leone,2020-09-30,2222.0,72.0,29.63,7976985,1390.3,0.419,Sierra Leone,71740.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002785513574364,0.0,,,1.0,,All_Others
5827,41095,SGP,Singapore,2020-09-30,57742.0,27.0,54.63,5850343,85535.383,0.932,Singapore,693.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0098698486567368,0.0,,,3.0,,All_Others
5859,41321,SXM,Sint Maarten (Dutch part),2020-09-30,659.0,22.0,,42882,36327.232,,Sint Maarten (Dutch part),34.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0153677533697122,0.0,,,,,All_Others
5891,41549,SVK,Slovakia,2020-09-30,9574.0,45.0,28.7,5459643,30155.152,0.855,Slovakia,48845.0,2020-09-30,2020-09-30,Slovakia,Member,49035.0,111.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.1952482920363006,0.0017535945115825,0.0,49035.0,111.34175588865097,1.0,Slovakia,EU
5923,41777,SVN,Slovenia,2020-09-30,5487.0,138.0,46.3,2078932,31400.84,0.896,Slovenia,20273.0,2020-09-30,2020-09-30,Slovenia,Member,20273.0,102.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.2706555517190351,0.0026393359667367,0.0,20273.0,102.54683569279337,2.0,Slovenia,EU
5954,41998,SOM,Somalia,2020-09-30,3588.0,99.0,37.96,15893219,,,Somalia,637657.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002257566576034,0.0,,,2.0,,All_Others
5990,42254,ZAF,South Africa,2020-09-30,672572.0,16667.0,44.44,59308690,12294.876,0.699,South Africa,1219912.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0113401931487611,0.0,,,2.0,South Africa,BRICS
6032,42548,KOR,South Korea,2020-09-30,23812.0,413.0,54.63,51269183,35938.374,0.903,South Korea,98480.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.000464450545272,0.0,,,3.0,,All_Others
6060,42745,SSD,South Sudan,2020-09-30,2700.0,49.0,38.89,11193729,1569.888,0.388,South Sudan,2505810.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002412064826654,0.0,,,2.0,,All_Others
6102,43039,ESP,Spain,2020-09-30,769188.0,31791.0,55.09,46754783,34272.36,0.891,Spain,504782.0,2020-09-30,2020-09-30,Spain,Member,504030.0,92.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,1.5260758288197132,0.01645153609204,0.0,504030.0,92.7619050453346,3.0,Spain,EU
6144,43332,LKA,Sri Lanka,2020-09-30,3374.0,13.0,23.15,21413250,11669.077,0.77,Sri Lanka,65610.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0001575659930183,0.0,,,1.0,,All_Others
6175,43552,SDN,Sudan,2020-09-30,13606.0,836.0,51.85,43849269,4466.507,0.502,Sudan,728200.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.000310290235397,0.1,,,3.0,,All_Others
6205,43766,SUR,Suriname,2020-09-30,4863.0,104.0,67.59,586634,13767.119,0.72,Suriname,163270.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0082896661291367,0.0,,,3.0,,All_Others
6236,43985,SWZ,Swaziland,2020-09-30,5462.0,108.0,64.81,1160164,7738.975,0.588,Swaziland,17363.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0047079550822125,0.0,,,3.0,,All_Others
6278,44279,SWE,Sweden,2020-09-30,93149.0,5883.0,37.04,10099270,46949.283,0.933,Sweden,449964.0,2020-09-30,2020-09-30,Sweden,Member,449964.0,22.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.2070143389248917,0.0092233399047653,0.1,449964.0,22.444617791645555,2.0,Sweden,EU
6320,44570,CHE,Switzerland,2020-09-30,52751.0,1781.0,43.06,8654618,57410.166,0.944,Switzerland,41290.0,2020-09-30,2020-09-30,Switzerland,,41285.0,200.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,1.277727988373501,0.0060951274799188,0.0,41285.0,209.63105244035364,2.0,,All_Others
6350,44781,SYR,Syria,2020-09-30,4148.0,197.0,53.7,17500657,,0.536,Syria,185180.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002370196730328,0.0,,,3.0,,All_Others
6392,45075,TWN,Taiwan,2020-09-30,514.0,7.0,19.44,23816775,,,Taiwan,35980.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,2.158142737629255e-05,0.0,,,1.0,,All_Others
6416,45247,TJK,Tajikistan,2020-09-30,9726.0,75.0,36.11,9537642,2896.913,0.65,Tajikistan,143100.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0010197489064907,0.0,,,2.0,,All_Others
6447,45464,TZA,Tanzania,2020-09-30,509.0,21.0,8.33,59734213,2683.304,0.538,Tanzania,945087.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,8.52107987092757e-06,0.0,,,0.0,,All_Others
6489,45758,THA,Thailand,2020-09-30,3564.0,59.0,43.52,69799978,16277.671,0.755,Thailand,514000.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,5.106018801323977e-05,0.0,,,2.0,,All_Others
6519,45970,TLS,Timor,2020-09-30,28.0,,29.63,1318442,6570.102,0.625,Timor,15007.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,2.1237187528916705e-05,,,,1.0,,All_Others
6552,46200,TGO,Togo,2020-09-30,1759.0,48.0,47.22,8278737,1429.813,0.503,Togo,56785.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0002124720232083,0.0,,,2.0,,All_Others
6583,46421,TTO,Trinidad and Tobago,2020-09-30,4463.0,74.0,80.56,1399491,28763.071,0.784,Trinidad and Tobago,5128.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0031890165781702,0.0,,,4.0,,All_Others
6615,46647,TUN,Tunisia,2020-09-30,17405.0,246.0,24.07,11818618,10849.297,0.735,Tunisia,163610.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0014726764161427,0.0,,,1.0,,All_Others
6646,46867,TUR,Turkey,2020-09-30,317272.0,8130.0,69.91,84339067,25129.341,0.791,Turkey,780580.0,2020-09-30,2020-09-30,Turkey,Candidate,783356.0,99.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,0.4050163654838923,0.0037618628150107,0.0,783356.0,107.663778665128,3.0,,All_Others
6676,47076,TCA,Turks and Caicos Islands,2020-09-30,686.0,6.0,,38718,,,Turks and Caicos Islands,430.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0177178573273412,0.0,,,,,All_Others
6706,47288,UGA,Uganda,2020-09-30,8017.0,75.0,73.15,45741000,1697.707,0.516,Uganda,236040.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.000175269451914,0.0,,,4.0,,All_Others
6739,47513,UKR,Ukraine,2020-09-30,204932.0,4065.0,58.8,43733759,7894.393,0.751,Ukraine,603700.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0046858995130055,0.0,,,3.0,,All_Others
6781,47807,ARE,United Arab Emirates,2020-09-30,93090.0,416.0,52.78,9890400,67293.483,0.863,United Arab Emirates,82880.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0094121572433875,0.0,,,3.0,,All_Others
6823,48101,GBR,United Kingdom,2020-09-30,446156.0,42072.0,67.59,67886004,39753.244,0.922,United Kingdom,244820.0,2020-09-30,2020-09-30,United Kingdom,Member,243610.0,266.0,2020-09-30,39,Sep,Wednesday,274,20200930,True,1.8314354911538933,0.0065721352519143,0.1,243610.0,278.6667378186445,3.0,United Kingdom,EU
6865,48395,USA,United States,2020-09-30,7191061.0,205998.0,62.5,331002647,54225.446,0.924,United States,9631420.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0217250860836771,0.0,,,3.0,United States,US
6895,48605,VIR,United States Virgin Islands,2020-09-30,1318.0,20.0,,104423,,,United States Virgin Islands,1910.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0126217404211715,0.0,,,,,All_Others
6926,48824,URY,Uruguay,2020-09-30,2033.0,48.0,37.96,3473727,20551.409,0.804,Uruguay,176220.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0005852503665371,0.0,,,2.0,,All_Others
6957,49042,UZB,Uzbekistan,2020-09-30,56519.0,468.0,62.96,33469199,6253.104,0.71,Uzbekistan,447400.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.001688686962601,0.0,,,3.0,,All_Others
6988,49264,VAT,Vatican,2020-09-30,12.0,,,809,,,Vatican,0.2,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0148331273176761,,,,,,All_Others
7019,49483,VEN,Venezuela,2020-09-30,74363.0,621.0,87.96,28435943,16745.022,0.761,Venezuela,912050.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0026151058187168,0.0,,,4.0,,All_Others
7061,49777,VNM,Vietnam,2020-09-30,1094.0,35.0,51.85,97338583,6171.884,0.694,Vietnam,329560.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,1.1239119846238157e-05,0.0,,,3.0,,All_Others
7088,49970,YEM,Yemen,2020-09-30,2035.0,588.0,45.37,29825968,1479.147,0.452,Yemen,527970.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,6.822913509462627e-05,0.3,,,2.0,,All_Others
7118,50185,ZMB,Zambia,2020-09-30,14715.0,332.0,44.44,18383956,3689.251,0.588,Zambia,752614.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0008004261977128,0.0,,,2.0,,All_Others
7148,50398,ZWE,Zimbabwe,2020-09-30,7837.0,228.0,76.85,14862927,1899.775,0.535,Zimbabwe,390580.0,2020-09-30,,,,,,2020-09-30,39,Sep,Wednesday,274,20200930,True,,0.0005272851033985,0.0,,,4.0,,All_Others
